ticker,date,sentiment_mean,sentiment_std,sentiment_min,sentiment_max,num_articles,sentiment_range,close,volume,momentum_5d,momentum_10d,momentum_20d,volatility_10d,volatility_20d,price_vs_ma10,price_vs_ma20,volume_change,volume_ma_ratio,day_of_week,day_of_month,month,is_month_start,is_month_end,target,target_direction
MU,2025-02-28,0.7311333268880844,0.0,0.7311333268880844,0.7311333268880844,1,0.0,93.32414245605469,23359100,-0.052711426056986976,-0.02122107095961634,0.012216171799457998,0.044015805116424465,0.03558110794216627,-0.04893957251620573,-0.021676145271012803,0.04345514890803748,1.1534583356377053,4,28,2,0,1,,0
MU,2025-12-18,-0.0698911901563406,0.0,-0.0698911901563406,-0.0698911901563406,1,0.0,248.4496307373047,65006100,-0.03834246202690661,0.09662476487997895,0.1001682171936944,0.049620348696317026,0.0485680377646774,0.01700117763031206,0.055716614928546404,0.5493468328363971,2.301001514270888,3,18,12,0,0,,0
MU,2026-01-21,-0.0291088912636041,0.0,-0.0291088912636041,-0.0291088912636041,1,0.0,389.1099853515625,56712800,0.15077035380642534,0.1330110754738476,0.4638506716533404,0.03945761841728729,0.04218404000814336,0.11732947239449087,0.2065826319995534,0.14007265066368602,1.6338698822726812,2,21,1,0,0,,0
NFLX,2026-01-20,-0.0244097206741571,0.0,-0.0244097206741571,-0.0244097206741571,1,0.0,87.26000213623047,109729700,-0.0240465433152649,-0.04592168150322262,-0.07170210493371842,0.00814780068405542,0.009539998294083495,-0.022800565147288343,-0.044422406468744624,1.279837109525145,2.1877699081026463,1,20,1,0,0,,0
NFLX,2026-01-23,-0.0049186423420906,0.0,-0.0049186423420906,-0.0049186423420906,1,0.0,86.12000274658203,64520400,-0.021919366703954335,-0.048713090601779196,-0.07893045190821357,0.0162499146028524,0.013340728416546585,-0.01697351494056143,-0.04323334400563372,-0.06645464765826548,1.0031022595158088,4,23,1,0,0,,0
NKE,2025-02-28,0.7319699823856354,0.0,0.7319699823856354,0.7319699823856354,1,0.0,77.6069107055664,14113800,0.03830061181804356,0.08496099103859422,0.014043153063190816,0.026790376642031995,0.02617022595178583,0.013447968939120036,0.047398633150072866,0.21128742951793278,0.8983747677489454,4,28,2,0,1,,0
NKE,2025-12-18,-0.0490219444036483,0.0,-0.0490219444036483,-0.0490219444036483,1,0.0,65.62999725341797,35650000,-0.03114851899751958,-0.0009134599750061367,0.054422045960627274,0.02168537627919049,0.018588846985829296,-0.005530770540403185,0.01124259000880401,1.6996327287872477,2.162048736763137,3,18,12,0,0,,0
NKE,2025-12-30,-0.0637978203594684,0.0,-0.0637978203594684,-0.0637978203594684,1,0.0,61.189998626708984,13507800,0.06938128838364044,-0.09722632445075785,-0.06423001685490659,0.039208379932392116,0.031139735111977793,-0.005105382810489334,-0.03851293545667256,-0.2521467603434816,0.4145985795767582,1,30,12,0,1,,0
NVDA,2025-01-31,0.7078049331903458,0.0,0.7078049331903458,0.7078049331903458,1,0.0,120.03717041015625,388161100,-0.15811249108938186,-0.10107058991572637,-0.10589022600982012,0.06958570800990758,0.053702729699840024,-0.098086052184156,-0.11532721878066865,-0.012125453807401154,1.0565464703293,4,31,1,0,1,0.5634323728866131,1
NVDA,2025-04-30,0.7350344061851501,0.0,0.7350344061851501,0.7350344061851501,1,0.0,108.90023040771484,235044600,0.060461463412749605,-0.029233503148784812,-0.011166639106264253,0.038053707255724885,0.05881505766903059,0.038718281125222465,0.03496276166138568,0.37901120776699493,0.9211498754097065,2,30,4,0,1,,0
NVDA,2025-07-31,0.7431175336241722,0.0,0.7431175336241722,0.7431175336241722,1,0.0,177.85006713867188,221685400,0.023771120977353455,0.028150238813569484,0.1311287888132242,0.01610416596905326,0.0147737255854459,0.023276386873238852,0.050353396531111594,0.27177214216790335,1.422721009588757,3,31,7,0,1,,0
NVDA,2025-10-31,0.7369126155972481,0.0,0.7369126155972481,0.7369126155972481,1,0.0,202.47872924804688,179802200,0.08713634339678134,0.10517406831007459,0.07925602384479324,0.02168481189226174,0.024277597971964885,0.05604348665934,0.0753384902551475,0.005243077996515799,1.0120407738246004,4,31,10,0,1,,0
NVDA,2025-11-19,-0.0706089362502098,0.0,-0.0706089362502098,-0.0706089362502098,1,0.0,186.50961303710938,247246400,-0.037564536537699866,-0.04451622742605843,0.03461283617675459,0.031544530954941884,0.029525531539379018,-0.01507592660292334,-0.0355465320009718,0.15752656029595657,1.2079791789725993,2,19,11,0,0,,0
NVDA,2026-01-23,-0.0359753668308258,0.0,-0.0359753668308258,-0.0359753668308258,1,0.0,187.6699981689453,142748100,0.0033145956004927424,0.014213170007770337,-0.008139149570724147,0.020470541642433737,0.015990880536030677,0.01666909017276974,0.0074375379914437545,0.022282839885817918,0.8450244240467731,4,23,1,0,0,,0
ORCL,2025-02-28,0.722964808344841,0.0,0.722964808344841,0.722964808344841,1,0.0,164.3941650390625,12843300,-0.01042850579493082,-0.04486360913875331,-0.025355138025904056,0.027674177695653973,0.022289473006851822,-0.03514071560120491,-0.03685594471095821,0.7269927925989672,1.396296199658191,4,28,2,0,1,,0
ORCL,2026-02-04,-0.0236940626055002,0.0,-0.0236940626055002,-0.0236940626055002,1,0.0,146.6699981689453,42323400,-0.15121530336423616,-0.15648726679186342,-0.2409925076539049,0.026617268360326015,0.029236033313487796,-0.12720846314318268,-0.184213013907911,-0.021652746988564564,1.298855858836267,2,4,2,1,0,,0
ORCL,2026-02-05,-0.0276709832251071,0.0,-0.0276709832251071,-0.0276709832251071,1,0.0,136.47999572753906,42789000,-0.19247381715038836,-0.2340329928294479,-0.29039219912852743,0.027050054807949125,0.03171747425212428,-0.16718028373412908,-0.22891350243226205,0.011001006535391822,1.2313434446479625,3,5,2,1,0,,0
OXY,2026-01-02,-0.0523615255951881,0.0,-0.0523615255951881,-0.0523615255951881,1,0.0,42.380001068115234,10798300,0.059500026702880904,0.0430716208219184,0.004151129419573962,0.01665066300536998,0.019306445368109312,0.04657484099069076,0.0390571741297443,0.5507668887867647,1.1895138859054561,4,2,1,1,0,,0
OXY,2026-01-20,-0.0542181245982646,0.0,-0.0542181245982646,-0.0542181245982646,1,0.0,42.2400016784668,9322300,-0.011235944019676425,0.024496777769687172,0.06317649547320348,0.023844481765480322,0.02039826684834234,-0.01142105773925628,0.013289872298145378,-0.1574356934979484,0.766732985318054,1,20,1,0,0,,0
PEP,2026-02-03,-0.020649656653404198,0.021924853815639866,-0.0361528694629669,-0.0051464438438415,2,0.031006425619125397,162.85000610351562,19096400,0.09456921252627826,0.10287147544818942,0.1638794184865815,0.019476035178808325,0.015397937147774718,0.08621705335262386,0.11319984335464306,0.3025749462842331,1.9720311205933319,1,3,2,1,0,,0
PFE,2025-12-16,-0.0409695953130722,0.0,-0.0409695953130722,-0.0409695953130722,1,0.0,25.109392166137695,111695500,0.00789584778747665,0.015109412307646064,0.01794261129510044,0.01769140810360878,0.016865565415102535,-0.009658992535855226,0.00045069307216616394,0.8504887342611,2.105187073291356,1,16,12,0,0,,0
PFE,2026-02-03,-0.0398518573492765,0.0,-0.0398518573492765,-0.0398518573492765,1,0.0,25.770000457763672,91964900,-0.027547152537219954,0.026711408335154507,0.040988316591567875,0.017876611209050673,0.013963439596785749,-0.00882120314308732,0.009915187662641323,0.7641623265137782,1.6886318495794896,1,3,2,1,0,,0
PG,2026-01-22,-0.053693039342761,0.0,-0.053693039342761,-0.053693039342761,1,0.0,148.87298583984375,18501900,0.02446181980382156,0.08613439601478867,0.05073930539378724,0.012854219604941524,0.011697605396685868,0.034285252084595985,0.043335982468006407,0.309702126454682,1.4451899643816783,3,22,1,0,0,,0
PG,2026-01-23,-0.0584731642156839,0.0,-0.0584731642156839,-0.0584731642156839,1,0.0,150.14999389648438,14562600,0.04553729107407212,0.06843827833882155,0.05612564853882951,0.01141733892567172,0.011774537869876473,0.036233184126613915,0.04935147808738205,-0.21291326836703262,1.0925541771857499,4,23,1,0,0,,0
PNC,2026-01-16,-0.0801904983818531,0.0,-0.0801904983818531,-0.0801904983818531,1,0.0,221.47999572753906,4865700,0.025879094953648263,0.05542417108168429,0.061245840626167336,0.016103160503279514,0.012795490702657866,0.030840203719107784,0.04285576616227238,0.8887853732386166,1.6587858684276018,4,16,1,0,0,0.09481668956610356,1
PNC,2026-01-26,-0.0727776940912008,0.0,-0.0727776940912008,-0.0727776940912008,1,0.0,220.75,2473600,-0.003295989442031133,0.022497808287880616,0.04199176379006242,0.017273854754884545,0.014112252025855735,0.013031446469712105,0.025269133402647137,-0.2350085047162518,0.6833772139449177,0,26,1,0,1,0.09150621494107436,1
